iata,name,latitude_deg,longitude_deg,continent,iso_country,municipality,timezone,icao_code,gps_code
SGE,Siegerland Airport,50.707699,8.08297,EU,DE,Burbach,Europe/Berlin,EDGS,EDGS
SGF,Springfield Branson National Airport,37.245701,-93.388603,NA,US,Springfield,America/Chicago,KSGF,KSGF
SGH,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,NA,US,Springfield,America/New_York,KSGH,KSGH
SGI,Mushaf Air Base,32.04859924316406,72.66500091552734,AS,PK,Sargodha,Asia/Karachi,OPSR,OPSR
SGL,Danilo Atienza Air Base,14.4954,120.903999,AS,PH,Cavite,Asia/Manila,RPLS,RPLS
SGN,Tan Son Nhat International Airport,10.8188,106.652,AS,VN,Ho Chi Minh City,Asia/Ho_Chi_Minh,VVTS,VVTS
SGR,Sugar Land Regional Airport,29.622299194336,-95.65650177002,NA,US,Houston,America/Chicago,KSGR,KSGR
SGU,St George Regional Airport,37.036389,-113.510306,NA,US,St George,America/Denver,KSGU,KSGU
SGZ,Songkhla Airport,7.186560153961182,100.60800170898438,AS,TH,,Asia/Bangkok,VTSH,VTSH
SHA,Shanghai Hongqiao International Airport,31.198104,121.33426,AS,CN,Shanghai (Minhang),Asia/Shanghai,ZSSS,ZSSS
SHB,Nakashibetsu Airport,43.5774993896,144.960006714,AS,JP,Nakashibetsu,Asia/Tokyo,RJCN,RJCN
SHD,Shenandoah Valley Regional Airport,38.263802,-78.8964,NA,US,Weyers Cave,America/New_York,KSHD,KSHD
SHE,Shenyang Taoxian International Airport,41.639801,123.483002,AS,CN,"Hunnan, Shenyang",Asia/Shanghai,ZYTX,ZYTX
SHI,Shimojishima Airport,24.8267,125.144997,AS,JP,Miyakojima,Asia/Tokyo,RORS,RORS
SHJ,Sharjah International Airport,25.3286,55.5172,AS,AE,Sharjah,Asia/Dubai,OMSJ,OMSJ
SHL,Shillong Airport,25.70359992980957,91.97869873046875,AS,IN,Shillong,Asia/Kolkata,VEBI,VEBI
SHM,Nanki Shirahama Airport,33.6622009277,135.363998413,AS,JP,Shirahama,Asia/Tokyo,RJBD,RJBD
SHO,King Mswati III International Airport,-26.358611,31.716944,AF,SZ,Mpaka,Africa/Mbabane,FDSK,FDSK
SHR,Sheridan County Airport,44.76919937133789,-106.9800033569336,NA,US,Sheridan,America/Denver,KSHR,KSHR
SHS,Jingzhou Shashi Airport,30.29281,112.44854,AS,CN,Jingzhou (Shashi),Asia/Shanghai,ZHJZ,ZHJZ
SHT,Shepparton Airport,-36.428341,145.391473,OC,AU,,Australia/Melbourne,YSHT,YSHT
SHV,Shreveport Regional Airport,32.446602,-93.8256,NA,US,Shreveport,America/Chicago,KSHV,KSHV
SHW,Sharurah Domestic Airport,17.4669,47.121399,AS,SA,Sharurah,Asia/Riyadh,OESH,OESH
SIA,Xi'an Xiguan Airport,34.376701,109.120003,AS,CN,Xi'an (Baqiao),Asia/Shanghai,ZLSN,ZLSN
SID,Amílcar Cabral International Airport,16.7414,-22.9494,AF,CV,Espargos,Atlantic/Cape_Verde,GVAC,GVAC
SIG,Fernando Luis Ribas Dominicci Airport,18.45680046081543,-66.09809875488281,NA,PR,San Juan,America/Puerto_Rico,TJIG,TJIG
SIJ,Siglufjörður Airport,66.137847,-18.908157,EU,IS,Siglufjörður,Atlantic/Reykjavik,BISI,BISI
SIN,Singapore Changi Airport,1.35019,103.994003,AS,SG,Singapore,Asia/Singapore,WSSS,WSSS
SIO,Smithton Airport,-40.834999084472656,145.08399963378906,OC,AU,,Australia/Hobart,YSMI,YSMI
SIP,Simferopol International Airport,45.0522,33.975101,EU,UA,Simferopol,Europe/Simferopol,UKFF,UKFF
SIR,Sion Airport,46.219166,7.326944,EU,CH,Sion,Europe/Zurich,LSGS,LSGS
SIS,Sishen Airport,-27.6486,22.9993,AF,ZA,Sishen,Africa/Johannesburg,FASS,FASS
SIT,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,NA,US,Sitka,America/Sitka,PASI,PASI
SJC,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,NA,US,San Jose,America/Los_Angeles,KSJC,KSJC
SJD,Los Cabos International Airport,23.151919,-109.720731,NA,MX,San José del Cabo,America/Mazatlan,MMSD,MMSD
SJE,Jorge E. Gonzalez Torres Airport,2.57969,-72.6394,SA,CO,San José Del Guaviare,America/Bogota,SKSJ,SKSJ
SJI,San Jose Airport,12.361499786399998,121.04699707,AS,PH,San Jose,Asia/Manila,RPUH,RPUH
SJJ,Sarajevo International Airport,43.8246,18.331499,EU,BA,Sarajevo,Europe/Sarajevo,LQSA,LQSA
SJK,Professor Urbano Ernesto Stumpf Airport,-23.2292,-45.8615,SA,BR,São José Dos Campos,America/Sao_Paulo,SBSJ,SBSJ
SJL,São Gabriel da Cachoeira Airport,-0.14835,-66.9855,SA,BR,São Gabriel da Cachoeira,America/Boa_Vista,SBUA,SBUA
SJO,Juan Santamaría International Airport,9.99386,-84.208801,NA,CR,San José (Alajuela),America/Costa_Rica,MROC,MROC
SJP,Prof. Eribelto Manoel Reino State Airport,-20.817113,-49.406963,SA,BR,São José do Rio Preto,America/Sao_Paulo,SBSR,SBSR
SJT,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,NA,US,San Angelo,America/Chicago,KSJT,KSJT
SJU,Luis Munoz Marin International Airport,18.4394,-66.001801,NA,PR,San Juan,America/Puerto_Rico,TJSJ,TJSJ
SJW,Shijiazhuang Zhengding International Airport,38.280701,114.696999,AS,CN,Shijiazhuang,Asia/Shanghai,ZBSJ,ZBSJ
SJX,Sartaneja Airport,18.3561,-88.130798,NA,BZ,Sartaneja,America/Belize,,MZSJ
SJY,Seinäjoki Airport,62.692101,22.8323,EU,FI,Seinäjoki / Ilmajoki,Europe/Helsinki,EFSI,EFSI
SJZ,São Jorge Airport,38.665501,-28.1758,EU,PT,Velas,Atlantic/Azores,LPSJ,LPSJ
SKA,Fairchild Air Force Base,47.615101,-117.655998,NA,US,Spokane,America/Los_Angeles,KSKA,KSKA
SKB,Robert L. Bradshaw International Airport,17.311199188232422,-62.71870040893555,NA,KN,Basseterre,America/St_Kitts,TKPK,TKPK
SKD,Samarkand Airport,39.7005,66.983803,AS,UZ,Samarkand,Asia/Samarkand,UZSS,UZSS
SKF,Lackland Air Force Base,29.38419914,-98.58110046,NA,US,San Antonio,America/Chicago,KSKF,KSKF
SKG,Thessaloniki Macedonia International Airport,40.51928,22.970009,EU,GR,Thessaloniki,Europe/Athens,LGTS,LGTS
SKN,"Stokmarknes Airport, Skagen",68.578827,15.033417,EU,NO,Hadsel,Europe/Oslo,ENSK,ENSK
SKO,Sadiq Abubakar III International Airport,12.916299819946289,5.207190036773682,AF,NG,Sokoto,Africa/Lagos,DNSO,DNSO
SKP,Skopje International Airport,41.958087,21.622581,EU,MK,Ilinden,Europe/Skopje,LWSK,LWSK
SKS,Skrydstrup Air Base,55.221048,9.26702,EU,DK,Vojens,Europe/Copenhagen,EKSP,EKSP
SKT,Sialkot International Airport,32.535557,74.363892,AS,PK,Sialkot,Asia/Karachi,OPST,OPST
SKV,Saint Catherine International Airport,28.684601,34.062681,AS,EG,Saint Catherine,Africa/Cairo,HESC,HESC
SKX,Saransk Airport,54.12512969970703,45.212257385253906,EU,RU,Saransk,Europe/Moscow,UWPS,UWPS
SKZ,Sukkur Airport,27.722000122070312,68.79170227050781,AS,PK,Mirpur Khas,Asia/Karachi,OPSK,OPSK
SLA,Martin Miguel De Guemes International Airport,-24.856000900299996,-65.4861984253,SA,AR,Salta,America/Argentina/Salta,SASA,SASA
SLC,Salt Lake City International Airport,40.78886,-111.979866,NA,US,Salt Lake City,America/Denver,KSLC,KSLC
SLD,Sliač Airport,48.63779830932617,19.13409996032715,EU,SK,Sliač,Europe/Bratislava,LZSL,LZSL
SLE,Salem-Willamette Valley Airport/McNary Field,44.9095,-123.002998,NA,US,Salem,America/Los_Angeles,KSLE,KSLE
SLK,Adirondack Regional Airport,44.38691,-74.204629,NA,US,Saranac Lake,America/New_York,KSLK,KSLK
SLL,Salalah Airport,17.038700103759766,54.09130096435547,AS,OM,Salalah,Asia/Muscat,OOSA,OOSA
SLM,Salamanca Airport,40.952099,-5.50199,EU,ES,Salamanca,Europe/Madrid,LESA,LESA
SLN,Salina Municipal Airport,38.79100036621094,-97.6521987915039,NA,US,Salina,America/Chicago,KSLN,KSLN
SLP,Ponciano Arriaga International Airport,22.254299163800003,-100.930999756,NA,MX,San Luis Potosí,America/Mexico_City,MMSP,MMSP
SLU,George F. L. Charles Airport,14.0202,-60.992901,NA,LC,Castries,America/St_Lucia,TLPC,TLPC
SLW,Plan De Guadalupe International Airport,25.544145,-100.930195,NA,MX,Saltillo,America/Monterrey,MMIO,MMIO
SLY,Salekhard Airport,66.5907974243164,66.61100006103516,AS,RU,Salekhard,Asia/Yekaterinburg,USDD,USDD
SLZ,Marechal Cunha Machado International Airport,-2.58536,-44.2341,SA,BR,São Luís,America/Belem,SBSL,SBSL
SMA,Santa Maria Airport,36.97140121459961,-25.17060089111328,EU,PT,Vila do Porto,Atlantic/Azores,LPAZ,LPAZ
SME,Lake Cumberland Regional Airport,37.053398132299996,-84.6158981323,NA,US,Somerset,America/New_York,KSME,KSME
SMF,Sacramento International Airport,38.6954,-121.591003,NA,US,Sacramento,America/Los_Angeles,KSMF,KSMF
SMI,Samos Airport,37.689999,26.911699,EU,GR,Samos Island,Europe/Athens,LGSM,LGSM
SML,Stella Maris Airport,23.582317,-75.268621,NA,BS,Stella Maris,America/Nassau,MYLS,MYLS
SMN,Lemhi County Airport,45.122233,-113.88196,NA,US,Salmon,America/Boise,KSMN,KSMN
SMO,Santa Monica Municipal Airport,34.0158,-118.450996,NA,US,Santa Monica,America/Los_Angeles,KSMO,KSMO
SMR,Simón Bolívar International Airport,11.1196,-74.2306,SA,CO,Santa Marta,America/Bogota,SKSM,SKSM
SMS,Sainte Marie Airport,-17.093901,49.8158,AF,MG,Vohilava,Indian/Antananarivo,FMMS,FMMS
SMV,Samedan Airport,46.5341,9.88411,EU,CH,Samedan,Europe/Zurich,LSZS,LSZS
SMW,Smara Airport,26.731987,-11.683655,AF,EH,Smara,Africa/Casablanca,GMMA,GMMA
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,NA,US,Santa Maria,America/Los_Angeles,KSMX,KSMX
SNA,John Wayne Orange County International Airport,33.675701,-117.867996,NA,US,Santa Ana,America/Los_Angeles,KSNA,KSNA
SNB,Snake Bay Airport,-11.417674,130.648481,OC,AU,Milikapiti,Australia/Darwin,,YSNK
SNC,General Ulpiano Paez Airport,-2.210057,-80.985067,SA,EC,Salinas,America/Guayaquil,SESA,SESA
SNE,Preguiça Airport,16.588852,-24.284132,AF,CV,Preguiça,Atlantic/Cape_Verde,GVSN,GVSN
SNF,Sub Teniente Nestor Arias Airport,10.2787,-68.755203,SA,VE,San Felipe,America/Caracas,SVSP,SVSP
SNJ,San Julián Air Base,22.100525,-84.157376,NA,CU,Sandino,America/Havana,MUSJ,MUSJ
SNN,Shannon Airport,52.702,-8.92482,EU,IE,Shannon,Europe/Dublin,EINN,EINN
SNO,Sakon Nakhon Airport,17.195100784301758,104.11900329589844,AS,TH,,Asia/Bangkok,VTUI,VTUI
SNP,St Paul Island Airport,57.166311,-170.222555,NA,US,St Paul Island,America/Anchorage,PASN,PASN
SNR,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,EU,FR,Saint-Nazaire/Montoir,Europe/Paris,LFRZ,LFRZ
SNS,Salinas Municipal Airport,36.662799835205,-121.60600280762,NA,US,Salinas,America/Los_Angeles,KSNS,KSNS
SNU,Abel Santamaria Airport,22.492201,-79.943604,NA,CU,Santa Clara,America/Havana,MUSC,MUSC
SNV,Santa Elena de Uairen Airport,4.554699,-61.145234,SA,VE,Santa Elena de Uairén,America/Caracas,SVSE,SVSE
SNW,Thandwe Airport,18.4606990814209,94.30010223388672,AS,MM,Thandwe,Asia/Yangon,VYTD,VYTD
SNY,Sidney Municipal Airport Lloyd W Carr Field,41.101299,-102.985001,NA,US,Sidney,America/Denver,KSNY,KSNY
SNZ,Santa Cruz Air Force Base,-22.9324,-43.719101,SA,BR,Rio de Janeiro,America/Sao_Paulo,,SBSC
SOB,Hévíz–Balaton Airport,46.686391,17.159084,EU,HU,Sármellék,Europe/Budapest,LHSM,LHSM
SOC,Adisumarmo Airport,-7.516044,110.757492,AS,ID,Surakarta,Asia/Jakarta,WAHQ,WAHQ
SOF,Sofia Airport,42.696357,23.417671,EU,BG,Sofia,Europe/Sofia,LBSF,LBSF
SOJ,Sørkjosen Airport,69.786797,20.9594,EU,NO,Sørkjosen,Europe/Oslo,ENSR,ENSR
SOM,San Tomé Airport,8.9451465606689,-64.151084899902,SA,VE,El Tigre,America/Caracas,SVST,SVST
SON,Santo Pekoa International Airport,-15.505000114399998,167.220001221,OC,VU,Luganville,Pacific/Efate,NVSS,NVSS
SOO,Söderhamn Airport,61.261501,17.0991,EU,SE,Söderhamn,Europe/Stockholm,ESNY,ESNY
SOQ,Domine Eduard Osok Airport,-0.894,131.287,AS,ID,Sorong,Asia/Jayapura,WASS,WASS
SOT,Sodankyla Airport,67.3949966431,26.6191005707,EU,FI,Sodankyla,Europe/Helsinki,EFSO,EFSO
SOU,Southampton Airport,50.950298,-1.3568,EU,GB,Southampton,Europe/London,EGHI,EGHI
SOW,Show Low Regional Airport,34.264062,-110.007091,NA,US,Show Low,America/Phoenix,KSOW,KSOW
SOZ,Solenzara (BA 126) Air Base,41.9244,9.406,EU,FR,Solenzara,Europe/Paris,LFKS,LFKS
SPC,La Palma Airport,28.626499,-17.7556,AF,ES,"Sta Cruz de la Palma, La Palma Island",Atlantic/Canary,GCLA,GCLA
SPD,Saidpur Airport,25.759199,88.908897,AS,BD,Saidpur,Asia/Dhaka,VGSD,VGSD
SPI,Abraham Lincoln Capital Airport,39.844101,-89.677902,NA,US,Springfield,America/Chicago,KSPI,KSPI
SPM,Spangdahlem Air Base,49.976507,6.698413,EU,DE,Trier,Europe/Berlin,ETAD,ETAD
SPN,Saipan International Airport,15.119,145.729004,OC,MP,"I Fadang, Saipan",Pacific/Saipan,PGSN,PGSN
SPP,Menongue Airport,-14.657600402832031,17.71980094909668,AF,AO,Menongue,Africa/Luanda,FNME,FNME
SPR,John Greif II Airport,17.9139,-87.9711,NA,BZ,San Pedro,America/Belize,,MZSP
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,NA,US,Wichita Falls,America/Chicago,KSPS,KSPS
SPU,Split Airport,43.538898,16.298,EU,HR,Kaštel Štafilić,Europe/Zagreb,LDSP,LDSP
SPX,Sphinx International Airport,30.108179,30.895728,AF,EG,Al Jiza,Africa/Cairo,HESX,HESX
SPY,San Pedro Airport,4.74672,-6.66082,AF,CI,,Africa/Abidjan,DISP,DISP
SQD,Shangrao Sanqingshan Airport,28.3797,117.9643,AS,CN,Shangrao (Hengfeng),Asia/Shanghai,ZSSR,ZSSR
SQG,Tebelian Airport,-0.045214,111.458049,AS,ID,Sintang,Asia/Pontianak,WIOS,WIOS
SQJ,Sanming Shaxian Airport,26.4263,117.8336,AS,CN,Sanming (Sha),Asia/Shanghai,ZSSM,ZSSM
SQL,San Carlos Airport,37.51313,-122.250838,NA,US,San Carlos,America/Los_Angeles,KSQL,KSQL
SQO,Storuman Airport,64.960899,17.6966,EU,SE,Storuman,Europe/Stockholm,ESUD,ESUD
SQQ,Šiauliai International Airport,55.89390182495117,23.395000457763672,EU,LT,Šiauliai,Europe/Vilnius,EYSA,EYSA
SQW,Skive Airport,56.550201,9.17298,EU,DK,Skive,Europe/Copenhagen,EKSV,EKSV
SRE,Alcantarí Airport,-19.246835,-65.149611,SA,BO,Yamparaez,America/La_Paz,,SLAL
SRG,Achmad Yani Airport,-6.970732,110.373244,AS,ID,Semarang,Asia/Jakarta,WAHS,WAHS
SRP,"Stord Airport, Sørstokken",59.791901,5.34085,EU,NO,Leirvik,Europe/Oslo,ENSO,ENSO
SRQ,Sarasota Bradenton International Airport,27.394631,-82.554359,NA,US,Sarasota/Bradenton,America/New_York,KSRQ,KSRQ
SRT,Soroti Airport,1.7276899814605713,33.622798919677734,AF,UG,Soroti,Africa/Kampala,HUSO,HUSO
SRX,Sirt International Airport / Ghardabiya Airbase,31.063499,16.594999,AF,LY,Sirt,Africa/Tripoli,HLGD,HLGD
SRY,Sari Dasht-e Naz International Airport,36.644408,53.188761,AS,IR,Sari,Asia/Tehran,OINZ,OINZ
SRZ,El Trompillo Airport,-17.8115997314,-63.1715011597,SA,BO,Santa Cruz,America/La_Paz,SLET,SLET
SSA,Deputado Luiz Eduardo Magalhães International Airport,-12.908611,-38.322498,SA,BR,Salvador,America/Bahia,SBSV,SBSV
SSC,Shaw Air Force Base,33.972698,-80.470596,NA,US,Sumter,America/New_York,KSSC,KSSC
SSE,Solapur Airport,17.6280002594,75.93479919430001,AS,IN,Solapur,Asia/Kolkata,VASL,VASL
SSF,Stinson Municipal Airport,29.336999893188,-98.471099853516,NA,US,San Antonio,America/Chicago,KSSF,KSSF
SSG,Malabo Airport,3.755270004272461,8.708720207214355,AF,GQ,Malabo,Africa/Malabo,FGSL,FGSL
SSH,Sharm El Sheikh International Airport,27.977272,34.394717,AS,EG,Sharm El Sheikh,Africa/Cairo,HESH,HESH
SSI,St Simons Island Airport,31.1518,-81.391296,NA,US,St Simons Island,America/New_York,KSSI,KSSI
SSJ,"Sandnessjøen Airport, Stokka",65.956802,12.4689,EU,NO,Alstahaug,Europe/Oslo,ENST,ENST
SSN,Seoul Air Base (K-16),37.444744,127.112718,AS,KR,Seongnam,Asia/Seoul,,RKSM
SST,Santa Teresita Airport,-36.5423,-56.7218,SA,AR,Santa Teresita,America/Argentina/Buenos_Aires,SAZL,SAZL
SSY,Mbanza Congo Airport,-6.269899845123291,14.246999740600586,AF,AO,Mbanza Congo,Africa/Luanda,FNBC,FNBC
SSZ,Santos Nero Moura Air Base / Guarujá Airport,-23.928192,-46.300195,SA,BR,Guarujá,America/Sao_Paulo,SBST,SBST
STA,Stauning Vestjylland  Airport,55.990101,8.35391,EU,DK,Skjern,Europe/Copenhagen,EKVJ,EKVJ
STB,Miguel Urdaneta Fernández Airport,8.97455,-71.943253,SA,VE,San Carlos del Zulia,America/Caracas,SVSZ,SVSZ
STC,Saint Cloud Regional Airport,45.5466,-94.059898,NA,US,Saint Cloud,America/Chicago,KSTC,KSTC
STD,Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,SA,VE,Santo Domingo,America/Caracas,SVSO,SVSO
STG,St George Airport,56.577345,-169.663823,NA,US,St George,America/Adak,PAPB,PAPB
STI,Cibao International Airport,19.406099319458008,-70.60469818115234,NA,DO,Santiago,America/Santo_Domingo,MDST,MDST
STJ,Rosecrans Memorial Airport,39.771900177002,-94.909698486328,NA,US,St Joseph,America/Chicago,KSTJ,KSTJ
STL,St. Louis Lambert International Airport,38.748697,-90.370003,NA,US,St Louis,America/Chicago,KSTL,KSTL
STM,Santarém - Maestro Wilson Fonseca International Airport,-2.422423,-54.79306,SA,BR,Santarém,America/Santarem,SBSN,SBSN
STN,London Stansted Airport,51.884998,0.235,EU,GB,London,Europe/London,EGSS,EGSS
STP,Saint Paul Downtown Holman Field,44.93479,-93.060036,NA,US,Saint Paul,America/Chicago,KSTP,KSTP
STR,Stuttgart Airport,48.689899,9.22196,EU,DE,Stuttgart,Europe/Berlin,EDDS,EDDS
STS,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,NA,US,Santa Rosa,America/Los_Angeles,KSTS,KSTS
STT,Cyril E. King Airport,18.337091,-64.977251,NA,VI,Charlotte Amalie,America/St_Thomas,TIST,TIST
STV,Surat Airport,21.1141,72.741798,AS,IN,Surat,Asia/Kolkata,VASU,VASU
STW,Stavropol Shpakovskoye Airport,45.10919952392578,42.11280059814453,EU,RU,Stavropol,Europe/Moscow,URMT,URMT
STX,Henry E Rohlsen Airport,17.701413,-64.802608,NA,VI,Christiansted,America/St_Thomas,TISX,TISX
STY,Nueva Hesperides International Airport,-31.438499,-57.985298,SA,UY,Salto,America/Montevideo,SUSO,SUSO
SUB,Juanda International Airport,-7.37983,112.787003,AS,ID,Surabaya,Asia/Jakarta,WARR,WARR
SUF,Lamezia Terme Sant'Eufemia International Airport,38.905197,16.243762,EU,IT,Lamezia Terme (CZ),Europe/Rome,LICA,LICA
SUG,Surigao Airport,9.755838325629998,125.480947495,AS,PH,Surigao City,Asia/Manila,RPMS,RPMS
SUI,Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,AS,GE,Sukhumi,Asia/Tbilisi,UGSS,UGSS
SUJ,Satu Mare International Airport,47.7033,22.8857,EU,RO,Satu Mare,Europe/Bucharest,LRSM,LRSM
SUL,Sui Airport,28.645099639892578,69.1769027709961,AS,PK,Sui,Asia/Karachi,OPSU,OPSU
SUN,Friedman Memorial Airport,43.50439835,-114.2959976,NA,US,Hailey,America/Boise,KSUN,KSUN
SUS,Spirit of St Louis Airport,38.662102,-90.652,NA,US,St Louis,America/Chicago,KSUS,KSUS
SUU,Travis Air Force Base,38.262699,-121.927002,NA,US,Fairfield,America/Los_Angeles,KSUU,KSUU
SUV,Nausori International Airport,-18.04330062866211,178.5590057373047,OC,FJ,Nausori,Pacific/Fiji,NFNA,NFNA
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,NA,US,Sioux City,America/Chicago,KSUX,KSUX
SVA,Savoonga Airport,63.686401,-170.492996,NA,US,Savoonga,America/Nome,PASA,PASA
SVB,Sambava Airport,-14.2786,50.174702,AF,MG,Sambava,Indian/Antananarivo,FMNS,FMNS
SVC,Grant County Airport,32.636701,-108.154736,NA,US,Silver City,America/Denver,KSVC,KSVC
SVD,Argyle International Airport,13.156695,-61.149945,NA,VC,Kingstown,America/St_Vincent,TVSA,TVSA
SVG,"Stavanger Airport, Sola",58.876701,5.63778,EU,NO,Stavanger,Europe/Oslo,ENZV,ENZV
SVI,Eduardo Falla Solano Airport,2.15217,-74.7663,SA,CO,San Vicente Del Caguán,America/Bogota,SKSV,SKSV
SVJ,"Svolvær Airport, Helle",68.243301,14.6692,EU,NO,Svolvær,Europe/Oslo,ENSH,ENSH
SVL,Savonlinna Airport,61.9431,28.945101,EU,FI,Savonlinna,Europe/Helsinki,EFSA,EFSA
SVN,Hunter Army Air Field,32.00999832,-81.14569855,NA,US,Savannah,America/New_York,KSVN,KSVN
SVO,Sheremetyevo International Airport,55.972599,37.4146,EU,RU,Moscow,Europe/Moscow,UUEE,UUEE
SVP,Kuito Airport,-12.404600143433,16.947399139404,AF,AO,Kuito,Africa/Luanda,FNKU,FNKU
SVQ,Sevilla Airport,37.417999,-5.89311,EU,ES,Sevilla,Europe/Madrid,LEZL,LEZL
SVW,Sparrevohn LRRS Airport,61.09740067,-155.5740051,NA,US,Sparrevohn,America/Anchorage,PASV,PASV
SVX,Koltsovo Airport,56.743099212646,60.802700042725,AS,RU,Yekaterinburg,Asia/Yekaterinburg,USSS,USSS
SVZ,San Antonio Del Tachira Airport,7.84083,-72.439697,SA,VE,,America/Caracas,SVSA,SVSA
SWA,Jieyang Chaoshan International Airport,23.552,116.5033,AS,CN,Jieyang (Rongcheng),Asia/Shanghai,ZGOW,ZGOW
SWC,Stawell Airport,-37.07170104980469,142.74099731445312,OC,AU,,Australia/Melbourne,YSWL,YSWL
SWD,Seward Airport,60.130478,-149.418612,NA,US,Seward,America/Anchorage,PAWD,PAWD
SWF,New York Stewart International Airport,41.504101,-74.104797,NA,US,Newburgh,America/New_York,KSWF,KSWF
SWH,Swan Hill Airport,-35.37580108642578,143.5330047607422,OC,AU,,Australia/Melbourne,YSWH,YSWH
SWO,Stillwater Regional Airport,36.162132,-97.085581,NA,US,Stillwater,America/Chicago,KSWO,KSWO
SWS,Swansea Airport,51.601366,-4.071006,EU,GB,Swansea,Europe/London,EGFH,EGFH
SWT,Strezhevoy Airport,60.7094,77.660004,AS,RU,Strezhevoy,Asia/Tomsk,UNSS,UNSS
SWU,Suwon Airport,37.239399,127.007004,AS,KR,Suwon,Asia/Seoul,RKSW,RKSW
SWV,Severo-Evensk Airport,61.921786,159.229059,AS,RU,Evensk,Asia/Magadan,UHMW,UHMW
SXB,Strasbourg Airport,48.538299560546875,7.628230094909668,EU,FR,Strasbourg,Europe/Paris,LFST,LFST
SXE,West Sale Airport,-38.090827,146.965335,OC,AU,Sale,Australia/Melbourne,YWSL,YWSL
SXI,Siri Airport,25.908899,54.539398,AS,IR,Siri,Asia/Tehran,OIBS,OIBS
SXJ,Shanshan Airport,42.911701,90.247498,AS,CN,Shanshan,Asia/Urumqi,ZWSS,ZWSS
SXL,Sligo Airport,54.280200958252,-8.5992097854614,EU,IE,Sligo,Europe/Dublin,EISG,EISG
SXM,Princess Juliana International Airport,18.041,-63.108898,NA,SX,Sint Maarten,America/Lower_Princes,TNCM,TNCM
SXN,Sua Pan Airport,-20.5534,26.115801,AF,BW,Sowa,Africa/Gaborone,FBSN,FBSN
SXQ,Soldotna Airport,60.474935,-151.038471,NA,US,Soldotna,America/Anchorage,PASX,PASX
SXR,Sheikh ul Alam International Airport,33.987099,74.7742,AS,IN,Srinagar,Asia/Kolkata,VISR,VISR
SXV,Salem Airport,11.78330039978,78.06559753418,AS,IN,Salem,Asia/Kolkata,VOSM,VOSM
SXZ,Siirt Airport,37.97890090942383,41.84040069580078,AS,TR,Siirt,Europe/Istanbul,LTCL,LTCL
SYA,Eareckson Air Station,52.71229935,174.1139984,NA,US,Shemya,America/Adak,PASY,PASY
SYD,Sydney Kingsford Smith International Airport,-33.946098,151.177002,OC,AU,Sydney (Mascot),Australia/Sydney,YSSY,YSSY
SYJ,Sirjan Airport,29.5509,55.672699,AS,IR,Sirjan,Asia/Tehran,OIKY,OIKY
SYO,Shonai Airport,38.812199,139.787003,AS,JP,Shonai,Asia/Tokyo,RJSY,RJSY
SYP,Ruben Cantu Airport,8.085599899291992,-80.94529724121094,NA,PA,Santiago,America/Panama,MPSA,MPSA
SYQ,Tobías Bolaños International Airport,9.95705,-84.139801,NA,CR,San Jose,America/Costa_Rica,MRPV,MRPV
SYR,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,NA,US,Syracuse,America/New_York,KSYR,KSYR
SYS,Saskylakh Airport,71.927902,114.080002,EU,RU,Saskylakh,Asia/Yakutsk,UERS,UERS
SYT,Saint-Yan Airport,46.414019,4.014177,EU,FR,"L'Hôpital-le-Mercier, Saône-et-Loire",Europe/Paris,LFLN,LFLN
SYW,Sehwan Sharif Airport,26.473101,67.717201,AS,PK,Sehwan Sharif,Asia/Karachi,OPSN,OPSN
SYX,Sanya Phoenix International Airport,18.3029,109.412003,AS,CN,Sanya (Tianya),Asia/Shanghai,ZJSY,ZJSY
SYY,Stornoway Airport,58.215599,-6.33111,EU,GB,"Stornoway, Western Isles",Europe/London,EGPO,EGPO
SYZ,Shiraz Shahid Dastghaib International Airport,29.5392,52.589802,AS,IR,Shiraz,Asia/Tehran,OISS,OISS
SZA,Soyo Airport,-6.141089916229248,12.371800422668457,AF,AO,Soyo,Africa/Luanda,FNSO,FNSO
SZB,Sultan Abdul Aziz Shah International Airport,3.130579948425293,101.54900360107422,AS,MY,Subang,Asia/Kuala_Lumpur,WMSA,WMSA
SZF,Samsun-Çarşamba Airport,41.253988,36.567546,AS,TR,Samsun,Europe/Istanbul,LTFH,LTFH
SZG,Salzburg Airport,47.793301,13.0043,EU,AT,Salzburg,Europe/Vienna,LOWS,LOWS
SZJ,Siguanea Airport,21.6425,-82.955101,NA,CU,Isla de la Juventud,America/Havana,MUSN,MUSN
